[run number],initial-people,environment,healthy-treatment-chance-men,healthy-treatment-chance-women,dep-treatment-chance-men,dep-treatment-chance-women,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""male"" ]","count turtles with [ treatment? = TRUE and gender? = ""female"" ]","count turtles with [ treatment? = TRUE and gender? = ""male"" ]"
10,1000,20,5.13,10.3,18,37,69,967,22,6,5,33,8.435435426,111,53,5.82603026,10.5418737,8.874922955,7.974333756,487,17,5,3,25,480,5,1,2,8,512,488,36,17,87,24
16,1000,20,5.13,10.3,18,37,44,954,28,11,7,46,8.361965959,104,68,5.50143733,10.36662385,8.118390777,8.594123554,471,8,6,3,17,483,20,5,4,29,488,512,45,23,79,25
11,1000,20,5.13,10.3,18,37,66,945,32,13,10,55,8.652511778,100,70,5.614238788,10.31063589,9.213228673,8.020214002,497,17,8,8,33,448,15,5,2,22,530,470,53,17,76,24
14,1000,20,5.13,10.3,18,37,62,961,23,8,8,39,8.273957374,101,57,5.464109402,10.19093181,8.253975725,8.296220227,506,14,2,5,21,455,9,6,3,18,527,473,41,16,81,20
12,1000,20,5.13,10.3,18,37,66,954,32,7,7,46,8.113847828,127,60,6.002813303,11.73791524,8.4450222,7.790527394,471,16,5,2,23,483,16,2,5,23,494,506,46,14,105,22
9,1000,20,5.13,10.3,18,37,68,955,32,7,6,45,8.246539486,98,62,6.017161791,10.95793053,8.720353564,7.817850559,445,22,4,4,30,510,10,3,2,15,475,525,47,15,84,14
15,1000,20,5.13,10.3,18,37,61,959,30,8,3,41,7.895714353,120,55,5.867308959,11.02031177,7.970952463,7.825142173,462,17,3,2,22,497,13,5,1,19,484,516,38,17,99,21
10,1000,20,5.13,10.3,18,37,70,968,21,6,5,32,8.455295662,100,64,5.833807967,10.6027354,8.931896278,7.955255672,488,16,5,3,24,480,5,1,2,8,512,488,51,13,75,25
13,1000,20,5.13,10.3,18,37,64,944,35,11,10,56,8.704156506,115,57,5.604250465,10.33922823,8.906574633,8.487489483,483,21,8,5,34,461,14,3,5,22,517,483,36,21,96,19
16,1000,20,5.13,10.3,18,37,45,955,29,10,6,45,8.354547976,110,58,5.528556879,10.39380918,8.149940087,8.54956487,471,8,6,3,17,484,21,4,3,28,488,512,36,22,89,21
11,1000,20,5.13,10.3,18,37,67,946,31,13,10,54,8.641414076,113,63,5.635580702,10.38245649,9.242313743,7.963803814,496,18,8,8,34,450,13,5,2,20,530,470,42,21,88,25
14,1000,20,5.13,10.3,18,37,63,960,23,9,8,40,8.266851615,103,57,5.485929477,10.22458186,8.259926149,8.274567725,506,14,2,5,21,454,9,7,3,19,527,473,38,19,80,23
12,1000,20,5.13,10.3,18,37,67,953,32,8,7,47,8.14299329,122,63,6.024945316,11.80276588,8.536772418,7.758552798,470,16,6,2,24,483,16,2,5,23,494,506,46,17,90,32
9,1000,20,5.13,10.3,18,37,69,955,31,7,7,45,8.20767419,131,65,6.046620079,11.02760234,8.718245739,7.745728503,445,22,4,4,30,510,9,3,3,15,475,525,45,20,99,32
15,1000,20,5.13,10.3,18,37,62,958,30,9,3,42,7.912061862,108,62,5.878984503,11.05808705,7.989082167,7.839818011,462,17,3,2,22,496,13,6,1,20,484,516,42,20,95,13
10,1000,20,5.13,10.3,18,37,71,968,21,6,5,32,8.474914615,109,62,5.867269953,10.6597529,8.946827354,7.979793052,488,16,5,3,24,480,5,1,2,8,512,488,44,18,81,28
13,1000,20,5.13,10.3,18,37,65,943,36,12,9,57,8.7117857,106,69,5.620331411,10.40813538,8.914463168,8.494841081,482,22,8,5,35,461,14,4,4,22,517,483,50,19,81,25
16,1000,20,5.13,10.3,18,37,46,952,32,10,6,48,8.388807127,115,56,5.543419373,10.44424448,8.233325276,8.537000766,468,11,6,3,20,484,21,4,3,28,488,512,27,29,86,29
11,1000,20,5.13,10.3,18,37,68,945,31,14,10,55,8.695459947,106,60,5.644213032,10.39879825,9.323819052,7.986884786,495,19,8,8,35,450,12,6,2,20,530,470,41,19,79,27
14,1000,20,5.13,10.3,18,37,64,961,23,9,7,39,8.286447836,105,63,5.487872422,10.26843473,8.296037136,8.275763775,506,14,2,5,21,455,9,7,2,18,527,473,46,17,88,17
12,1000,20,5.13,10.3,18,37,68,952,32,8,8,48,8.184457087,117,56,6.045310517,11.84846806,8.579148564,7.799125883,469,16,6,3,25,483,16,2,5,23,494,506,42,14,96,21
15,1000,20,5.13,10.3,18,37,63,959,30,8,3,41,7.941236812,111,53,5.918739757,11.09259758,8.046338847,7.842652734,463,17,2,2,21,496,13,6,1,20,484,516,37,16,85,26
10,1000,20,5.13,10.3,18,37,72,968,21,6,5,32,8.513435288,111,72,5.883072962,10.70498879,9.015775463,7.986389859,489,15,5,3,23,479,6,1,2,9,512,488,52,20,89,22
9,1000,20,5.13,10.3,18,37,70,954,32,7,7,46,8.215557171,111,65,6.061217256,11.0404493,8.747801324,7.734002937,446,21,4,4,29,508,11,3,3,17,475,525,51,14,86,25
13,1000,20,5.13,10.3,18,37,66,941,37,13,9,59,8.778042076,101,48,5.620140434,10.43176791,8.995985904,8.544756447,481,22,9,5,36,460,15,4,4,23,517,483,36,12,81,20
11,1000,20,5.13,10.3,18,37,69,944,31,15,10,56,8.726518382,127,59,5.649947391,10.43284331,9.38638847,7.982409559,494,20,8,8,36,450,11,7,2,20,530,470,44,15,101,26
14,1000,20,5.13,10.3,18,37,65,961,24,9,6,39,8.283087006,112,58,5.511811055,10.30677916,8.312486517,8.250331103,506,15,2,4,21,455,9,7,2,18,527,473,35,23,86,26
16,1000,20,5.13,10.3,18,37,47,953,30,11,6,47,8.415098069,114,68,5.560172378,10.49718019,8.248474336,8.573911314,468,11,6,3,20,485,19,5,3,27,488,512,48,20,86,28
12,1000,20,5.13,10.3,18,37,69,953,31,8,8,47,8.200907192,128,58,6.077748679,11.91355863,8.621857153,7.789940235,469,16,6,3,25,484,15,2,5,22,494,506,42,16,101,27
10,1000,20,5.13,10.3,18,37,73,969,20,6,5,31,8.535297055,104,66,5.909607526,10.74478107,9.077644004,7.966277304,489,15,5,3,23,480,5,1,2,8,512,488,39,27,83,21
15,1000,20,5.13,10.3,18,37,64,957,31,9,3,43,7.943232905,95,61,5.935869836,11.17326352,8.081657307,7.813392962,462,18,2,2,22,495,13,7,1,21,484,516,43,18,85,10
9,1000,20,5.13,10.3,18,37,71,953,33,7,7,47,8.224685922,120,66,6.061973151,11.06934634,8.761837647,7.738691504,446,21,4,4,29,507,12,3,3,18,475,525,48,18,104,16
13,1000,20,5.13,10.3,18,37,67,940,38,13,9,60,8.800189567,103,55,5.637725703,10.48210892,9.018280577,8.566746394,481,22,9,5,36,459,16,4,4,24,517,483,38,17,78,25
11,1000,20,5.13,10.3,18,37,70,945,30,15,10,55,8.736146437,87,64,5.653278035,10.48193761,9.410473702,7.975734839,494,20,8,8,36,451,10,7,2,19,530,470,39,25,64,23
14,1000,20,5.13,10.3,18,37,66,962,23,9,6,38,8.274647086,107,64,5.501919919,10.33610921,8.284520053,8.263646974,507,14,2,4,20,455,9,7,2,18,527,473,45,19,77,30
12,1000,20,5.13,10.3,18,37,70,953,30,9,8,47,8.231863152,113,77,6.091129601,11.95370732,8.692820401,7.781837696,469,15,7,3,25,484,15,2,5,22,494,506,54,23,89,24
10,1000,20,5.13,10.3,18,37,74,969,21,5,5,31,8.531800658,137,65,5.93016331,10.81317207,9.095446941,7.940434066,488,16,5,3,24,481,5,0,2,7,512,488,43,22,106,31
16,1000,20,5.13,10.3,18,37,48,953,29,12,6,47,8.39643171,118,66,5.569668869,10.53115849,8.208008334,8.576022741,468,11,6,3,20,485,18,6,3,27,488,512,48,18,91,27
15,1000,20,5.13,10.3,18,37,65,957,31,9,3,43,7.910183007,126,59,5.94470161,11.21211732,8.121950488,7.711548392,461,19,2,2,23,496,12,7,1,20,484,516,44,15,105,21
9,1000,20,5.13,10.3,18,37,72,953,33,5,9,47,8.243270147,120,65,6.075476014,11.13610677,8.810696495,7.729884403,446,21,4,4,29,507,12,1,5,18,475,525,37,28,96,24
13,1000,20,5.13,10.3,18,37,68,940,37,14,9,60,8.816239399,93,67,5.671898218,10.51246048,9.072690687,8.541735639,481,22,9,5,36,459,15,5,4,24,517,483,45,22,74,19
11,1000,20,5.13,10.3,18,37,71,945,30,15,10,55,8.800199605,102,64,5.664633884,10.53769571,9.494940851,8.016767988,494,20,8,8,36,451,10,7,2,19,530,470,46,18,80,22
14,1000,20,5.13,10.3,18,37,67,962,24,9,5,38,8.262056769,115,61,5.523660481,10.37285924,8.301195916,8.218449305,507,14,2,4,20,455,10,7,1,18,527,473,44,17,88,27
12,1000,20,5.13,10.3,18,37,71,953,30,9,8,47,8.274517236,119,52,6.107061435,12.02359213,8.75665003,7.803818421,469,15,7,3,25,484,15,2,5,22,494,506,40,12,99,20
10,1000,20,5.13,10.3,18,37,75,969,19,7,5,31,8.566571248,110,68,5.943527405,10.87111957,9.185969586,7.916710697,488,15,6,3,24,481,4,1,2,7,512,488,46,22,93,17
15,1000,20,5.13,10.3,18,37,66,958,30,9,3,42,7.93191921,105,62,5.973791041,11.29282338,8.162007535,7.716099927,461,19,2,2,23,497,11,7,1,19,484,516,41,21,82,23
9,1000,20,5.13,10.3,18,37,73,954,34,4,8,46,8.223713986,135,65,6.116285004,11.18272137,8.81428482,7.689387994,447,21,3,4,28,507,13,1,4,18,475,525,50,15,113,22
16,1000,20,5.13,10.3,18,37,49,954,28,11,7,46,8.390363974,108,69,5.591759229,10.57899968,8.234314263,8.539098855,468,11,5,4,20,486,17,6,3,26,488,512,42,27,86,22
13,1000,20,5.13,10.3,18,37,69,940,37,14,9,60,8.816412045,119,59,5.670399429,10.53440232,9.052932831,8.563241762,481,22,9,5,36,459,15,5,4,24,517,483,36,23,88,31
11,1000,20,5.13,10.3,18,37,72,945,30,15,10,55,8.838171889,122,64,5.692537701,10.6069225,9.539229326,8.047617759,494,20,8,8,36,451,10,7,2,19,530,470,41,23,91,31
14,1000,20,5.13,10.3,18,37,68,962,24,9,5,38,8.28596022,115,65,5.550921524,10.4232695,8.335319793,8.230965517,507,14,2,4,20,455,10,7,1,18,527,473,46,19,85,30
10,1000,20,5.13,10.3,18,37,76,968,19,8,5,32,8.612632914,118,72,5.954504236,10.89168341,9.255723879,7.937914523,487,15,7,3,25,481,4,1,2,7,512,488,53,19,96,22
12,1000,20,5.13,10.3,18,37,72,950,33,9,8,50,8.318994662,138,64,6.121315557,12.07204293,8.797120685,7.852207597,468,16,7,3,26,482,17,2,5,24,494,506,46,18,109,29
15,1000,20,5.13,10.3,18,37,67,961,27,9,3,39,7.902470402,118,59,5.973466439,11.33254689,8.158755361,7.662079084,461,19,2,2,23,500,8,7,1,16,484,516,47,12,97,21
9,1000,20,5.13,10.3,18,37,74,954,33,4,9,46,8.261237766,119,76,6.140465229,11.2134239,8.866315408,7.713786567,447,21,3,4,28,507,12,1,5,18,475,525,63,13,98,21
16,1000,20,5.13,10.3,18,37,50,953,29,11,7,47,8.404192363,105,76,5.612207092,10.61082832,8.265793329,8.536103943,468,11,5,4,20,485,18,6,3,27,488,512,53,23,79,26
13,1000,20,5.13,10.3,18,37,70,940,37,13,10,60,8.822074758,93,53,5.677937283,10.58744681,9.086795138,8.538719817,481,22,9,5,36,459,15,4,5,24,517,483,40,13,78,15
11,1000,20,5.13,10.3,18,37,73,945,30,15,10,55,8.864497403,122,51,5.729924645,10.70788119,9.594489739,8.041314556,494,20,8,8,36,451,10,7,2,19,530,470,36,15,93,29
14,1000,20,5.13,10.3,18,37,69,962,24,9,5,38,8.311264748,106,54,5.571596784,10.48179998,8.359817374,8.257169117,507,14,2,4,20,455,10,7,1,18,527,473,37,17,82,24
10,1000,20,5.13,10.3,18,37,77,968,20,8,4,32,8.596089519,118,76,5.997927593,10.95487427,9.265500268,7.893756931,486,16,7,3,26,482,4,1,1,6,512,488,52,24,96,22
12,1000,20,5.13,10.3,18,37,73,952,29,11,8,48,8.3119944,120,75,6.133213984,12.13060209,8.826202784,7.809980681,469,14,8,3,25,483,15,3,5,23,494,506,58,17,94,26
15,1000,20,5.13,10.3,18,37,68,961,27,9,3,39,7.919052209,117,55,5.995827754,11.39271023,8.220928565,7.635896867,461,19,2,2,23,500,8,7,1,16,484,516,42,13,97,20
9,1000,20,5.13,10.3,18,37,75,954,33,4,9,46,8.263935838,117,82,6.15501763,11.25059151,8.872890693,7.712976684,447,21,3,4,28,507,12,1,5,18,475,525,58,24,96,21
13,1000,20,5.13,10.3,18,37,71,938,37,15,10,62,8.876501888,120,56,5.700739766,10.60988593,9.141845645,8.592479688,480,22,10,5,37,458,15,5,5,25,517,483,34,22,101,19
16,1000,20,5.13,10.3,18,37,51,954,28,12,6,46,8.396904911,104,58,5.656338751,10.66718828,8.284980673,8.5035827,468,10,6,4,20,486,18,6,2,26,488,512,37,21,87,17
11,1000,20,5.13,10.3,18,37,74,945,30,15,10,55,8.877021825,116,50,5.743447942,10.73871389,9.607134483,8.053703295,494,20,8,8,36,451,10,7,2,19,530,470,36,14,88,28
10,1000,20,5.13,10.3,18,37,78,968,20,8,4,32,8.648875574,111,66,6.051859568,10.98125853,9.325061071,7.939435051,486,16,7,3,26,482,4,1,1,6,512,488,43,23,94,17
14,1000,20,5.13,10.3,18,37,70,962,24,9,5,38,8.351825989,111,61,5.583114356,10.5046268,8.401938874,8.295991971,507,14,2,4,20,455,10,7,1,18,527,473,41,20,89,22
12,1000,20,5.13,10.3,18,37,74,952,28,12,8,48,8.32756064,121,61,6.172265646,12.2243242,8.856549446,7.811117023,469,14,8,3,25,483,14,4,5,23,494,506,38,23,100,21
15,1000,20,5.13,10.3,18,37,69,961,27,9,3,39,7.908128394,119,50,6.002232985,11.42505636,8.196586168,7.637559473,461,19,2,2,23,500,8,7,1,16,484,516,36,14,87,32
9,1000,20,5.13,10.3,18,37,76,953,34,4,9,47,8.269094501,121,76,6.175161187,11.3028627,8.914914303,7.684781347,447,21,3,4,28,506,13,1,5,19,475,525,60,16,106,15
13,1000,20,5.13,10.3,18,37,72,938,37,15,10,62,8.890305982,112,60,5.714294704,10.64876389,9.18724513,8.572464286,479,23,10,5,38,459,14,5,5,24,517,483,44,16,93,19
16,1000,20,5.13,10.3,18,37,52,955,24,15,6,45,8.4180455,125,59,5.639830441,10.71129754,8.3279073,8.503958471,468,9,7,4,20,487,15,8,2,25,488,512,40,19,96,29
11,1000,20,5.13,10.3,18,37,75,946,29,15,10,54,8.866491131,110,54,5.776942182,10.80574397,9.615616124,8.021733161,495,19,8,8,35,451,10,7,2,19,530,470,38,16,82,28
10,1000,20,5.13,10.3,18,37,79,967,21,8,4,33,8.664401968,96,66,6.080958566,11.04157165,9.364569493,7.929799974,485,17,7,3,27,482,4,1,1,6,512,488,49,17,77,19
14,1000,20,5.13,10.3,18,37,71,962,25,8,5,38,8.364095782,105,61,5.610828009,10.54350039,8.449032905,8.26946182,506,15,2,4,21,456,10,6,1,17,527,473,45,16,76,29
12,1000,20,5.13,10.3,18,37,75,950,30,12,8,50,8.324974574,119,65,6.164926674,12.24525606,8.878340585,7.784731868,467,16,8,3,27,483,14,4,5,23,494,506,44,21,96,23
15,1000,20,5.13,10.3,18,37,70,960,29,9,2,40,7.903833879,116,68,6.030567845,11.47226203,8.186056561,7.63911338,461,20,2,1,23,499,9,7,1,17,484,516,46,22,97,19
9,1000,20,5.13,10.3,18,37,77,955,32,4,9,45,8.279630811,121,65,6.197219406,11.3473714,8.941399927,7.680887325,449,19,3,4,26,506,13,1,5,19,475,525,48,17,99,22
13,1000,20,5.13,10.3,18,37,73,938,37,15,10,62,8.923200648,120,50,5.709732467,10.70421959,9.242447656,8.581480766,479,23,10,5,38,459,14,5,5,24,517,483,36,14,97,23
11,1000,20,5.13,10.3,18,37,76,945,29,16,10,55,8.884209304,109,58,5.816627122,10.8671253,9.667441674,8.000989822,494,19,9,8,36,451,10,7,2,19,530,470,38,20,86,23
10,1000,20,5.13,10.3,18,37,80,967,21,8,4,33,8.637385654,114,57,6.125394553,11.10969178,9.366883867,7.87201048,485,17,7,3,27,482,4,1,1,6,512,488,39,18,94,20
16,1000,20,5.13,10.3,18,37,53,957,22,15,6,43,8.400886176,120,47,5.674725974,10.77745362,8.350729837,8.448691436,468,9,7,4,20,489,13,8,2,23,488,512,33,14,96,24
14,1000,20,5.13,10.3,18,37,72,961,26,8,5,39,8.37206874,111,65,5.616686073,10.57275246,8.453335921,8.281523699,506,15,2,4,21,455,11,6,1,18,527,473,43,22,95,16
12,1000,20,5.13,10.3,18,37,76,950,30,12,8,50,8.331591249,144,68,6.182712995,12.32292994,8.897479997,7.779122787,467,16,8,3,27,483,14,4,5,23,494,506,45,23,111,33
15,1000,20,5.13,10.3,18,37,71,959,30,9,2,41,7.937145716,115,64,6.040720305,11.5426328,8.229699195,7.662735087,460,21,2,1,24,499,9,7,1,17,484,516,45,19,95,20
9,1000,20,5.13,10.3,18,37,78,955,31,5,9,45,8.318041548,128,60,6.237729347,11.41031316,8.979459087,7.719616157,449,18,4,4,26,506,13,1,5,19,475,525,48,12,107,21
13,1000,20,5.13,10.3,18,37,74,938,37,15,10,62,8.949297205,115,49,5.727877098,10.7300346,9.29182396,8.582658835,479,23,10,5,38,459,14,5,5,24,517,483,36,13,93,22
11,1000,20,5.13,10.3,18,37,77,948,28,14,10,52,8.888387945,104,65,5.832142922,10.90541357,9.707405233,7.964815258,496,18,8,8,34,452,10,6,2,18,530,470,43,22,82,22
10,1000,20,5.13,10.3,18,37,81,965,23,8,4,35,8.64991354,117,79,6.14234391,11.18493034,9.394267167,7.868952357,484,18,7,3,28,481,5,1,1,7,512,488,51,28,95,22
14,1000,20,5.13,10.3,18,37,73,961,26,8,5,39,8.390582248,115,72,5.64495301,10.61185577,8.488126551,8.281901809,506,15,2,4,21,455,11,6,1,18,527,473,52,20,87,28
12,1000,20,5.13,10.3,18,37,77,950,29,13,8,50,8.355578489,131,67,6.205169112,12.39309492,8.962616232,7.762936898,467,15,9,3,27,483,14,4,5,23,494,506,45,22,110,21
16,1000,20,5.13,10.3,18,37,54,958,20,15,7,42,8.413684679,100,74,5.715615931,10.78872921,8.345693044,8.478489207,469,8,7,4,19,489,12,8,3,23,488,512,54,20,74,26
15,1000,20,5.13,10.3,18,37,72,960,27,11,2,40,7.955214413,107,63,6.064360415,11.59212194,8.253727937,7.675213356,460,20,3,1,24,500,7,8,1,16,484,516,42,21,88,19
9,1000,20,5.13,10.3,18,37,79,955,30,6,9,45,8.340314207,120,80,6.266962899,11.42731687,9.021993472,7.723556777,448,19,4,4,27,507,11,2,5,18,475,525,64,16,100,20
13,1000,20,5.13,10.3,18,37,75,938,36,16,10,62,8.989470048,120,54,5.782741316,10.77207159,9.371596872,8.580444027,479,22,11,5,38,459,14,5,5,24,517,483,45,9,95,25
11,1000,20,5.13,10.3,18,37,78,948,28,14,10,52,8.93158451,109,71,5.863366001,10.95957164,9.749740041,8.008983592,496,18,8,8,34,452,10,6,2,18,530,470,54,17,91,18
10,1000,20,5.13,10.3,18,37,82,965,23,8,4,35,8.656302717,125,69,6.175092245,11.24219855,9.408925246,7.866665966,484,18,7,3,28,481,5,1,1,7,512,488,50,19,93,32
14,1000,20,5.13,10.3,18,37,74,960,26,9,5,40,8.44013924,93,47,5.649425671,10.62342031,8.543334265,8.325162965,506,14,3,4,21,454,12,6,1,19,527,473,29,18,69,24
12,1000,20,5.13,10.3,18,37,78,950,29,13,8,50,8.382445756,126,69,6.236259834,12.43819156,8.998385692,7.781113092,467,15,9,3,27,483,14,4,5,23,494,506,57,12,106,20
15,1000,20,5.13,10.3,18,37,73,960,27,11,2,40,7.982922951,113,62,6.073052958,11.63266687,8.277645016,7.706478223,460,20,3,1,24,500,7,8,1,16,484,516,41,21,88,25
16,1000,20,5.13,10.3,18,37,55,958,21,14,7,42,8.429561989,130,65,5.744978547,10.82701847,8.357479777,8.498265348,468,9,7,4,20,490,12,7,3,22,488,512,49,16,98,32
9,1000,20,5.13,10.3,18,37,80,955,31,6,8,45,8.335710776,121,66,6.290015152,11.50897543,9.051925532,7.687706949,448,19,4,4,27,507,12,2,4,18,475,525,47,19,100,21
13,1000,20,5.13,10.3,18,37,76,937,37,16,10,63,8.975728925,106,68,5.81553619,10.80872942,9.379563762,8.543466792,478,23,11,5,39,459,14,5,5,24,517,483,50,18,79,27
10,1000,20,5.13,10.3,18,37,83,964,24,8,4,36,8.660359381,120,85,6.188836383,11.28478921,9.437045197,7.845475901,483,19,7,3,29,481,5,1,1,7,512,488,61,24,101,19
11,1000,20,5.13,10.3,18,37,79,946,29,15,10,54,8.945522217,115,53,5.874092748,10.99536803,9.793709886,7.989055271,496,17,9,8,34,450,12,6,2,20,530,470,35,18,95,20
14,1000,20,5.13,10.3,18,37,75,960,25,10,5,40,8.426096881,124,71,5.68616553,10.68497791,8.552460412,8.285307071,506,14,3,4,21,454,11,7,1,19,527,473,47,24,92,32
12,1000,20,5.13,10.3,18,37,79,947,32,13,8,53,8.376554486,124,63,6.289554701,12.562142,9.049766761,7.71930772,464,18,9,3,30,483,14,4,5,23,494,506,48,15,98,26
15,1000,20,5.13,10.3,18,37,74,960,27,11,2,40,7.972524275,124,63,6.107061011,11.67271006,8.287533169,7.677050815,460,20,3,1,24,500,7,8,1,16,484,516,47,16,103,21
16,1000,20,5.13,10.3,18,37,56,957,22,14,7,43,8.455664885,111,64,5.758445036,10.85308377,8.382677837,8.525230665,468,9,7,4,20,489,13,7,3,23,488,512,44,20,87,24
9,1000,20,5.13,10.3,18,37,81,954,32,6,8,46,8.34431208,119,75,6.322344854,11.58581838,9.052269284,7.703779372,447,20,4,4,28,507,12,2,4,18,475,525,57,18,94,25
13,1000,20,5.13,10.3,18,37,77,938,37,16,9,62,8.970764484,107,72,5.824441033,10.85679857,9.414202302,8.496111581,479,23,11,4,38,459,14,5,5,24,517,483,57,15,90,17
10,1000,20,5.13,10.3,18,37,84,963,25,8,4,37,8.673962753,104,63,6.214118766,11.31920811,9.472853492,7.835782305,482,20,7,3,30,481,5,1,1,7,512,488,43,20,83,21
11,1000,20,5.13,10.3,18,37,80,945,29,16,10,55,8.982443639,121,59,5.898963924,11.05619467,9.860436243,7.992366873,495,17,10,8,35,450,12,6,2,20,530,470,42,17,98,23
12,1000,20,5.13,10.3,18,37,80,946,33,13,8,54,8.364856779,120,80,6.325579476,12.65170579,9.093020085,7.653962169,463,19,9,3,31,483,14,4,5,23,494,506,60,20,101,19
14,1000,20,5.13,10.3,18,37,76,959,26,9,6,41,8.432839671,101,74,5.708794453,10.74705667,8.574028422,8.275532119,506,14,2,5,21,453,12,7,1,20,527,473,53,21,79,22
15,1000,20,5.13,10.3,18,37,75,960,26,12,2,40,8.009417348,131,72,6.140756831,11.70555707,8.349130027,7.690772121,460,19,4,1,24,500,7,8,1,16,484,516,52,20,106,25
9,1000,20,5.13,10.3,18,37,82,952,33,7,8,48,8.370487702,108,62,6.37150596,11.66523341,9.085741333,7.723353465,445,21,5,4,30,507,12,2,4,18,475,525,46,16,82,26
16,1000,20,5.13,10.3,18,37,57,959,22,13,6,41,8.432459232,110,52,5.773129586,10.87218318,8.386394095,8.476365065,468,10,7,3,20,491,12,6,3,21,488,512,26,26,87,23
13,1000,20,5.13,10.3,18,37,78,938,36,17,9,62,8.97257492,121,53,5.823689755,10.89207216,9.421993644,8.491520096,480,22,11,4,37,458,14,6,5,25,517,483,36,17,99,22
10,1000,20,5.13,10.3,18,37,85,961,26,9,4,39,8.689283605,121,57,6.231058838,11.34838447,9.487278846,7.852042698,482,20,7,3,30,479,6,2,1,9,512,488,44,13,100,21
11,1000,20,5.13,10.3,18,37,81,943,31,16,10,57,9.023489252,89,68,5.927695636,11.11035902,9.93539596,7.995168922,493,19,10,8,37,450,12,6,2,20,530,470,44,24,71,18
12,1000,20,5.13,10.3,18,37,81,944,35,12,9,56,8.398136581,134,64,6.354448852,12.71565638,9.1501287,7.663978268,461,21,8,4,33,483,14,4,5,23,494,506,41,23,104,30
14,1000,20,5.13,10.3,18,37,77,958,27,9,6,42,8.427618539,117,74,5.736820313,10.78223477,8.626498294,8.206033696,505,15,2,5,22,453,12,7,1,20,527,473,46,28,96,21
15,1000,20,5.13,10.3,18,37,76,959,28,11,2,41,8.042211149,125,55,6.167131721,11.77159785,8.407718691,7.699370741,458,21,4,1,26,501,7,7,1,15,484,516,43,12,103,22
9,1000,20,5.13,10.3,18,37,83,953,32,7,8,47,8.362680929,121,66,6.426253624,11.7259342,9.100825842,7.69483553,445,21,5,4,30,508,11,2,4,17,475,525,49,17,104,17
10,1000,20,5.13,10.3,18,37,86,960,27,9,4,40,8.706003354,118,77,6.258704976,11.41509455,9.502234546,7.870613251,482,20,7,3,30,478,7,2,1,10,512,488,52,25,91,27
13,1000,20,5.13,10.3,18,37,79,936,37,17,10,64,8.992226019,105,77,5.854286656,10.95884119,9.454223077,8.497707428,479,23,10,5,38,457,14,7,5,26,517,483,58,19,83,22
16,1000,20,5.13,10.3,18,37,58,960,22,12,6,40,8.486143386,98,65,5.803918505,10.94061673,8.454649585,8.516160916,468,10,7,3,20,492,12,5,3,20,488,512,49,16,69,29
11,1000,20,5.13,10.3,18,37,82,942,32,16,10,58,9.03360389,133,58,5.92697108,11.16063126,9.965587179,7.982644011,493,19,10,8,37,449,13,6,2,21,530,470,40,18,103,30
12,1000,20,5.13,10.3,18,37,82,941,37,13,9,59,8.404066415,136,80,6.40175711,12.84623233,9.196439571,7.630484717,458,23,8,5,36,483,14,5,4,23,494,506,62,18,111,25
14,1000,20,5.13,10.3,18,37,78,958,28,8,6,42,8.446614104,122,63,5.7636378,10.83713627,8.665797329,8.202407846,504,16,2,5,23,454,12,6,1,19,527,473,50,13,94,28
15,1000,20,5.13,10.3,18,37,77,959,28,11,2,41,8.075650998,128,66,6.201298021,11.86441875,8.471861763,7.704011443,457,22,4,1,27,502,6,7,1,14,484,516,49,17,103,25
9,1000,20,5.13,10.3,18,37,84,952,32,8,8,48,8.367108351,132,85,6.467352659,11.79545299,9.107619128,7.69712241,444,22,5,4,31,508,10,3,4,17,475,525,63,22,110,22
10,1000,20,5.13,10.3,18,37,87,959,27,10,4,41,8.696469554,115,61,6.265186217,11.42882686,9.509698006,7.843246259,482,19,8,3,30,477,8,2,1,11,512,488,41,20,97,18
