[run number],initial-people,environment,healthy-treatment-chance-men,healthy-treatment-chance-women,dep-treatment-chance-men,dep-treatment-chance-women,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""male"" ]","count turtles with [ treatment? = TRUE and gender? = ""female"" ]","count turtles with [ treatment? = TRUE and gender? = ""male"" ]"
47,1000,20,5.13,10.3,18,37,74,963,23,8,6,37,8.371414463,115,81,6.074999139,11.42509376,8.816211565,7.915812574,482,15,6,3,24,481,8,2,3,13,506,494,60,21,95,20
42,1000,20,5.13,10.3,18,37,97,943,35,13,9,57,8.922378442,128,51,6.20728122,12.1238632,10.17005829,7.592207365,471,25,12,8,45,472,10,1,1,12,516,484,40,11,102,26
45,1000,20,5.13,10.3,18,37,87,948,31,12,9,52,8.528817742,125,64,6.533778704,12.38903349,9.17415174,7.838056507,490,12,9,6,27,458,19,3,3,25,517,483,46,18,103,22
41,1000,20,5.13,10.3,18,37,103,961,28,4,7,39,8.532355499,136,66,6.791844632,13.03904532,9.805589523,7.299223334,464,20,2,6,28,497,8,2,1,11,492,508,48,18,115,21
46,1000,20,5.13,10.3,18,37,79,943,36,12,9,57,8.402401601,124,66,6.142743579,11.84229753,8.769429768,8.060881182,454,15,6,7,28,489,21,6,2,29,482,518,46,20,101,23
44,1000,20,5.13,10.3,18,37,95,940,39,15,6,60,8.886377714,131,63,6.761550673,13.0175603,9.948935604,7.865488761,452,26,7,5,38,488,13,8,1,22,490,510,53,10,112,19
43,1000,20,5.13,10.3,18,37,96,944,30,13,13,56,8.942505131,120,65,6.516363732,12.7924148,9.729356949,8.244730878,437,18,7,8,33,507,12,6,5,23,470,530,55,10,107,13
47,1000,20,5.13,10.3,18,37,75,963,23,8,6,37,8.38181347,123,65,6.085008186,11.45797414,8.859913303,7.892099876,482,15,6,3,24,481,8,2,3,13,506,494,50,15,106,17
48,1000,20,5.13,10.3,18,37,11,949,31,8,12,51,7.381881271,94,54,5.07348261,9.157967362,6.565759578,8.165998193,474,8,7,1,16,475,23,1,11,35,490,510,27,27,66,28
42,1000,20,5.13,10.3,18,37,98,944,34,13,9,56,8.953091271,126,64,6.230012125,12.19047678,10.22049774,7.601889337,470,26,12,8,46,474,8,1,1,10,516,484,48,16,110,16
45,1000,20,5.13,10.3,18,37,88,947,32,12,9,53,8.555277856,114,80,6.604720725,12.42701518,9.205083627,7.859730063,488,14,9,6,29,459,18,3,3,24,517,483,62,18,95,19
41,1000,20,5.13,10.3,18,37,104,961,26,5,8,39,8.572141059,141,76,6.804210154,13.09857976,9.850333657,7.334206496,464,18,3,7,28,497,8,2,1,11,492,508,67,9,118,23
49,1000,20,5.13,10.3,18,37,0,931,33,18,18,69,7.52,95,52,4.989840371,8.932732885,6.80511811,8.258130081,477,15,8,8,31,454,18,10,10,38,508,492,29,23,59,36
46,1000,20,5.13,10.3,18,37,80,941,36,14,9,59,8.430144031,120,62,6.170866093,11.90877184,8.81682132,8.070340067,452,15,8,7,30,489,21,6,2,29,482,518,42,20,99,21
44,1000,20,5.13,10.3,18,37,96,939,40,15,6,61,8.934182879,115,71,6.790952161,13.10344122,10.00037953,7.909797864,452,26,7,5,38,487,14,8,1,23,490,510,59,12,103,12
43,1000,20,5.13,10.3,18,37,97,947,29,12,12,53,8.939489433,137,84,6.529108501,12.83771592,9.703050927,8.262368863,439,17,7,7,31,508,12,5,5,22,470,530,69,15,117,20
47,1000,20,5.13,10.3,18,37,76,963,22,8,7,37,8.422597671,112,62,6.097847677,11.47458363,8.90902892,7.924350278,482,14,6,4,24,481,8,2,3,13,506,494,46,16,92,20
42,1000,20,5.13,10.3,18,37,99,944,34,13,9,56,8.963794519,134,65,6.283904621,12.28807516,10.25352225,7.588795533,470,26,12,8,46,474,8,1,1,10,516,484,51,14,113,21
45,1000,20,5.13,10.3,18,37,89,946,33,12,9,54,8.567169441,138,66,6.66438324,12.49810119,9.233012909,7.854455005,487,15,9,6,30,459,18,3,3,24,517,483,48,18,117,21
48,1000,20,5.13,10.3,18,37,12,950,30,8,12,50,7.403332718,90,45,5.076939325,9.196636928,6.620668405,8.155304313,474,8,7,1,16,476,22,1,11,34,490,510,25,20,64,26
46,1000,20,5.13,10.3,18,37,81,942,35,14,9,58,8.432982303,134,65,6.174720707,11.96554317,8.820087429,8.072780237,452,15,8,7,30,490,20,6,2,28,482,518,48,17,105,29
49,1000,20,5.13,10.3,18,37,1,932,32,18,18,68,7.568504077,90,51,4.979546329,8.921704091,6.888929283,8.270178864,477,14,9,8,31,455,18,9,10,37,508,492,25,26,60,30
44,1000,20,5.13,10.3,18,37,97,939,40,15,6,61,8.973545538,121,65,6.848455126,13.20952843,10.01382252,7.974063736,453,25,7,5,37,486,15,8,1,24,490,510,48,17,110,11
43,1000,20,5.13,10.3,18,37,98,945,31,12,12,55,8.937605768,142,82,6.549662089,12.90748778,9.742522283,8.223811878,437,19,7,7,33,508,12,5,5,22,470,530,64,18,120,22
47,1000,20,5.13,10.3,18,37,77,964,22,8,6,36,8.408791695,115,65,6.107776094,11.51282361,8.916776676,7.888466999,482,14,6,4,24,482,8,2,2,12,506,494,44,21,93,22
42,1000,20,5.13,10.3,18,37,100,944,34,13,9,56,8.974223695,136,75,6.326128808,12.37567632,10.29376691,7.567437954,470,26,12,8,46,474,8,1,1,10,516,484,57,18,118,18
45,1000,20,5.13,10.3,18,37,90,947,33,11,9,53,8.582401828,112,75,6.664863793,12.56216452,9.246790855,7.871244215,487,15,9,6,30,460,18,2,3,23,517,483,58,17,92,20
46,1000,20,5.13,10.3,18,37,82,942,35,14,9,58,8.478967918,108,83,6.217885628,12.05902979,8.874085852,8.111309918,452,15,8,7,30,490,20,6,2,28,482,518,63,20,85,23
44,1000,20,5.13,10.3,18,37,98,939,41,14,6,61,8.95251888,133,81,6.888735472,13.26525747,10.01592757,7.930812489,453,25,7,5,37,486,16,7,1,24,490,510,69,12,104,29
48,1000,20,5.13,10.3,18,37,13,952,30,6,12,48,7.397002501,89,57,5.086556322,9.208054094,6.651080554,8.113672606,474,9,6,1,16,478,21,0,11,32,490,510,31,26,66,23
49,1000,20,5.13,10.3,18,37,2,932,32,18,18,68,7.578733945,88,63,5.00197569,8.931108735,6.893481928,8.28627058,478,13,9,8,30,454,19,9,10,38,508,492,34,29,62,26
43,1000,20,5.13,10.3,18,37,99,945,31,12,12,55,8.966228465,139,64,6.585397571,12.98980259,9.780643151,8.244011668,437,19,7,7,33,508,12,5,5,22,470,530,49,15,119,20
47,1000,20,5.13,10.3,18,37,78,964,22,8,6,36,8.435267112,119,63,6.108802628,11.55371626,8.949484489,7.908558624,482,14,6,4,24,482,8,2,2,12,506,494,47,16,96,23
42,1000,20,5.13,10.3,18,37,101,945,32,14,9,55,8.986273136,143,73,6.342390341,12.40524413,10.33647924,7.546797211,471,24,13,8,45,474,8,1,1,10,516,484,55,18,113,30
45,1000,20,5.13,10.3,18,37,91,947,33,11,9,53,8.595132696,130,81,6.687364062,12.61375239,9.276754787,7.865528925,487,15,9,6,30,460,18,2,3,23,517,483,57,24,105,25
46,1000,20,5.13,10.3,18,37,83,943,33,15,9,57,8.469302836,133,71,6.240735177,12.11445919,8.924569474,8.045676349,452,14,9,7,30,491,19,6,2,27,482,518,54,17,104,29
44,1000,20,5.13,10.3,18,37,99,940,40,14,6,60,8.956964982,129,78,6.93503793,13.33828713,10.05271696,7.904183667,453,25,7,5,37,487,15,7,1,23,490,510,58,20,110,19
49,1000,20,5.13,10.3,18,37,3,934,31,17,18,66,7.577782534,109,64,5.00038555,8.949539163,6.926734819,8.250002532,479,13,8,8,29,455,18,9,10,37,508,492,36,28,64,45
48,1000,20,5.13,10.3,18,37,14,953,29,6,12,47,7.402702074,96,51,5.090694545,9.201314307,6.670791521,8.105910253,474,9,6,1,16,479,20,0,11,31,490,510,28,23,76,20
43,1000,20,5.13,10.3,18,37,100,946,31,11,12,54,8.960673719,135,70,6.617833267,13.04713833,9.824684025,8.194475901,437,19,7,7,33,509,12,4,5,21,470,530,55,15,116,19
42,1000,20,5.13,10.3,18,37,102,944,33,13,10,56,9.009444712,130,70,6.364227473,12.46122719,10.34870036,7.581643232,471,24,12,9,45,473,9,1,1,11,516,484,53,17,105,25
45,1000,20,5.13,10.3,18,37,92,948,32,12,8,52,8.584426071,131,63,6.721678625,12.68092601,9.341005384,7.774588587,487,14,10,6,30,461,18,2,2,22,517,483,48,15,107,24
47,1000,20,5.13,10.3,18,37,79,963,23,8,6,37,8.451686945,113,55,6.132449432,11.59398606,8.95969525,7.931338357,482,14,6,4,24,481,9,2,2,13,506,494,37,18,87,26
46,1000,20,5.13,10.3,18,37,84,942,34,13,11,58,8.512505836,114,66,6.269754521,12.18989559,8.992026261,8.066311155,452,14,8,8,30,490,20,5,3,28,482,518,46,20,95,19
44,1000,20,5.13,10.3,18,37,100,939,39,16,6,61,8.960805709,138,79,6.982129026,13.43116647,10.0893338,7.876533623,452,25,8,5,38,487,14,8,1,23,490,510,65,14,116,22
49,1000,20,5.13,10.3,18,37,4,933,32,15,20,67,7.607498774,93,56,4.987925742,8.947952064,6.964788503,8.271110191,478,14,8,8,30,455,18,7,12,37,508,492,32,24,64,29
48,1000,20,5.13,10.3,18,37,15,953,30,6,11,47,7.425528775,92,55,5.111669831,9.216354339,6.708300372,8.114630574,474,9,6,1,16,479,21,0,10,31,490,510,30,25,76,16
43,1000,20,5.13,10.3,18,37,101,945,32,11,12,55,8.988842184,154,93,6.642044851,13.14575549,9.866743989,8.21032549,436,20,7,7,34,509,12,4,5,21,470,530,76,17,129,25
42,1000,20,5.13,10.3,18,37,103,944,33,13,10,56,9.017480809,123,59,6.399982686,12.52011483,10.34679983,7.600272927,471,24,12,9,45,473,9,1,1,11,516,484,44,15,103,20
45,1000,20,5.13,10.3,18,37,93,949,31,12,8,51,8.591425074,128,78,6.763683023,12.72249897,9.371354417,7.756593873,487,14,10,6,30,462,17,2,2,21,517,483,55,23,110,18
47,1000,20,5.13,10.3,18,37,80,963,23,8,6,37,8.49274349,122,69,6.151426578,11.65938432,9.00741036,7.96557459,482,14,6,4,24,481,9,2,2,13,506,494,52,17,104,18
46,1000,20,5.13,10.3,18,37,85,942,34,13,11,58,8.528854313,141,68,6.317504512,12.31099646,9.030578565,8.061998928,452,14,8,8,30,490,20,5,3,28,482,518,52,16,119,22
44,1000,20,5.13,10.3,18,37,101,938,39,17,6,62,8.998931116,148,75,7.024933189,13.5166724,10.12970045,7.912505682,452,24,9,5,38,486,15,8,1,24,490,510,56,19,121,27
49,1000,20,5.13,10.3,18,37,5,934,32,14,20,66,7.593384343,98,53,4.992195374,8.945285866,7.00924859,8.19651638,478,14,7,9,30,456,18,7,11,36,508,492,31,22,68,30
43,1000,20,5.13,10.3,18,37,102,945,32,11,12,55,9.018808873,129,75,6.658335169,13.19927256,9.889591507,8.246605406,436,20,7,7,34,509,12,4,5,21,470,530,59,16,117,12
48,1000,20,5.13,10.3,18,37,16,950,33,6,11,50,7.451709138,103,62,5.120198602,9.238445703,6.762363605,8.114021513,473,10,6,1,17,477,23,0,10,33,490,510,33,29,71,32
45,1000,20,5.13,10.3,18,37,94,950,28,13,9,50,8.610339011,138,64,6.789703302,12.81872449,9.43070527,7.732224402,487,13,10,7,30,463,15,3,2,20,517,483,50,14,113,25
42,1000,20,5.13,10.3,18,37,104,943,33,14,10,57,9.034769187,145,69,6.392986687,12.60342983,10.36829561,7.613075728,471,23,13,9,45,472,10,1,1,12,516,484,51,18,122,23
50,1000,20,5.13,10.3,18,37,0,944,30,17,9,56,6.897,113,63,5.023779368,9.033999096,6.143149284,7.618395303,469,12,5,3,20,475,18,12,6,36,489,511,35,28,77,36
47,1000,20,5.13,10.3,18,37,81,963,22,9,6,37,8.490085173,116,62,6.174895379,11.72513947,9.01944063,7.947870879,482,13,7,4,24,481,9,2,2,13,506,494,44,18,94,22
44,1000,20,5.13,10.3,18,37,102,940,40,16,4,60,9.000193583,122,72,7.061276917,13.61454732,10.19806552,7.849297015,453,24,9,4,37,487,16,7,0,23,490,510,57,15,105,17
46,1000,20,5.13,10.3,18,37,86,942,34,13,11,58,8.511841697,141,67,6.358609552,12.38451975,9.021570521,8.037538043,452,14,8,8,30,490,20,5,3,28,482,518,52,15,117,24
49,1000,20,5.13,10.3,18,37,6,934,32,14,20,66,7.592064686,107,57,5.004441838,8.961819156,7.018676435,8.184099708,477,15,7,9,31,457,17,7,11,35,508,492,31,26,69,38
43,1000,20,5.13,10.3,18,37,103,946,32,11,11,54,9.007144752,131,71,6.688797207,13.23927708,9.888457138,8.225603579,437,20,7,6,33,509,12,4,5,21,470,530,59,12,116,15
45,1000,20,5.13,10.3,18,37,95,947,31,13,9,53,8.648037367,122,62,6.800538477,12.87040053,9.495840146,7.740554888,485,15,10,7,32,462,16,3,2,21,517,483,43,19,105,17
48,1000,20,5.13,10.3,18,37,17,951,32,6,11,49,7.487450884,88,53,5.132550619,9.263728285,6.842936124,8.106690555,473,10,6,1,17,478,22,0,10,32,490,510,34,19,60,28
50,1000,20,5.13,10.3,18,37,1,944,31,17,8,56,6.917104669,100,49,5.04491423,9.075119119,6.154968308,7.646428897,470,11,5,3,19,474,20,12,5,37,489,511,20,29,69,31
47,1000,20,5.13,10.3,18,37,82,962,22,10,6,38,8.536329969,109,59,6.201477518,11.78107157,9.082457493,7.976936189,481,14,7,4,25,481,8,3,2,13,506,494,45,14,85,24
44,1000,20,5.13,10.3,18,37,103,935,45,16,4,65,9.049368455,138,74,7.122064698,13.72397274,10.25876805,7.887396297,450,27,9,4,40,485,18,7,0,25,490,510,54,20,118,20
46,1000,20,5.13,10.3,18,37,87,942,34,13,11,58,8.520721545,137,69,6.389652902,12.4500847,9.061574814,8.017456534,451,15,8,8,31,491,19,5,3,27,482,518,56,13,115,22
49,1000,20,5.13,10.3,18,37,7,933,33,14,20,67,7.603677019,92,49,5.027423799,8.973201665,7.063947409,8.160958812,476,16,7,9,32,457,17,7,11,35,508,492,29,20,60,32
43,1000,20,5.13,10.3,18,37,104,947,31,11,11,53,9.021246318,127,84,6.762154044,13.32928778,9.93384085,8.211964374,437,20,7,6,33,510,11,4,5,20,470,530,71,13,107,20
45,1000,20,5.13,10.3,18,37,96,948,30,13,9,52,8.648006316,126,72,6.844685591,12.98979472,9.508105502,7.727361847,486,14,10,7,31,462,16,3,2,21,517,483,50,22,107,19
48,1000,20,5.13,10.3,18,37,18,951,32,6,11,49,7.54364387,97,59,5.120025137,9.281359661,6.957602933,8.10670281,472,11,6,1,18,479,21,0,10,31,490,510,38,21,71,26
50,1000,20,5.13,10.3,18,37,2,947,29,16,8,53,6.905820924,101,59,5.06469093,9.10377533,6.171729264,7.608307855,470,11,5,3,19,477,18,11,5,34,489,511,37,22,76,25
47,1000,20,5.13,10.3,18,37,83,960,24,10,6,40,8.591818088,117,67,6.232180472,11.8476608,9.162904907,8.006858715,480,15,7,4,26,480,9,3,2,14,506,494,52,15,96,21
44,1000,20,5.13,10.3,18,37,104,936,45,15,4,64,9.057167069,142,87,7.165688869,13.79171909,10.25316344,7.908072518,450,27,9,4,40,486,18,6,0,24,490,510,68,19,125,17
46,1000,20,5.13,10.3,18,37,88,942,35,11,12,58,8.552387147,121,70,6.384797256,12.50551928,9.066014518,8.074455887,451,15,8,8,31,491,20,3,4,27,482,518,53,17,88,33
49,1000,20,5.13,10.3,18,37,8,937,30,14,19,63,7.58001071,85,55,5.035361342,8.991535135,7.051137316,8.126083239,477,15,7,9,31,460,15,7,10,32,508,492,33,22,59,26
45,1000,20,5.13,10.3,18,37,97,948,30,13,9,52,8.650091098,135,84,6.871321506,13.06150608,9.5172458,7.721894451,486,14,10,7,31,462,16,3,2,21,517,483,62,22,111,24
46,1000,20,5.13,10.3,18,37,89,940,36,12,12,60,8.544719288,127,56,6.401646768,12.54375061,9.090549509,8.036823212,451,15,8,8,31,489,21,4,4,29,482,518,47,9,109,18
47,1000,20,5.13,10.3,18,37,84,958,26,10,6,42,8.579109268,138,81,6.249620217,11.91828532,9.162728598,7.98131295,479,16,7,4,27,479,10,3,2,15,506,494,60,21,107,31
50,1000,20,5.13,10.3,18,37,3,946,29,16,9,54,6.959854286,86,63,5.056336322,9.117525159,6.207353907,7.679957388,470,11,5,3,19,476,18,11,6,35,489,511,40,23,64,22
48,1000,20,5.13,10.3,18,37,19,952,33,6,9,48,7.576840026,102,63,5.146483249,9.313906299,7.032642992,8.099695999,471,12,6,1,19,481,21,0,8,29,490,510,36,27,80,22
49,1000,20,5.13,10.3,18,37,9,935,31,15,19,65,7.625051417,99,42,5.037801573,9.022995644,7.108737038,8.158156508,475,16,8,9,33,460,15,7,10,32,508,492,22,20,65,34
45,1000,20,5.13,10.3,18,37,98,948,30,13,9,52,8.689961214,125,74,6.891035134,13.12526231,9.627219435,7.686726224,486,14,10,7,31,462,16,3,2,21,517,483,58,16,103,22
46,1000,20,5.13,10.3,18,37,90,940,34,14,12,60,8.594389111,130,73,6.441471911,12.64901179,9.158276299,8.069690993,451,14,9,8,31,489,20,5,4,29,482,518,48,25,105,25
50,1000,20,5.13,10.3,18,37,4,946,29,16,9,54,6.980726581,106,44,5.074570142,9.130131439,6.245145662,7.684638655,469,11,6,3,20,477,18,10,6,34,489,511,24,20,71,35
47,1000,20,5.13,10.3,18,37,85,958,26,10,6,42,8.606315393,122,79,6.256166813,11.96576027,9.189250504,8.009219915,479,16,7,4,27,479,10,3,2,15,506,494,65,14,99,23
49,1000,20,5.13,10.3,18,37,10,935,31,15,19,65,7.655323552,88,66,5.057742335,9.03857479,7.138262311,8.189199792,474,17,8,9,34,461,14,7,10,31,508,492,43,23,56,32
48,1000,20,5.13,10.3,18,37,20,952,33,6,9,48,7.595589406,101,54,5.162363262,9.339564445,7.078819777,8.092093558,471,12,6,1,19,481,21,0,8,29,490,510,31,23,80,21
45,1000,20,5.13,10.3,18,37,99,947,31,13,9,53,8.713348907,139,72,6.944435268,13.23089308,9.636516844,7.725196064,486,14,10,7,31,461,17,3,2,22,517,483,57,15,116,23
46,1000,20,5.13,10.3,18,37,91,941,34,14,11,59,8.558368841,142,70,6.468285743,12.70690337,9.138848457,8.018231438,451,14,9,8,31,490,20,5,3,28,482,518,54,16,116,26
50,1000,20,5.13,10.3,18,37,5,945,30,16,9,55,7.020656389,99,52,5.092316826,9.153982511,6.28760737,7.722145568,469,11,6,3,20,476,19,10,6,35,489,511,32,20,64,35
47,1000,20,5.13,10.3,18,37,86,958,26,10,6,42,8.626297959,140,78,6.263551569,12.0130508,9.220624362,8.017534478,479,16,7,4,27,479,10,3,2,15,506,494,53,25,107,33
49,1000,20,5.13,10.3,18,37,11,933,33,16,18,67,7.681494249,82,56,5.075139266,9.062910661,7.164743028,8.215050388,474,16,9,9,34,459,17,7,9,33,508,492,29,27,53,29
45,1000,20,5.13,10.3,18,37,100,946,31,13,10,54,8.739298784,129,87,6.982008042,13.30949121,9.677792758,7.734741051,485,14,10,8,32,461,17,3,2,22,517,483,66,21,111,18
48,1000,20,5.13,10.3,18,37,21,955,31,6,8,45,7.59836176,97,68,5.177418093,9.366595083,7.052621492,8.12270045,474,10,6,0,16,481,21,0,8,29,490,510,41,27,60,37
46,1000,20,5.13,10.3,18,37,92,939,35,15,11,61,8.622773605,132,68,6.497574216,12.74544753,9.190791091,8.094232238,450,15,9,8,32,489,20,6,3,29,482,518,47,21,117,15
47,1000,20,5.13,10.3,18,37,87,957,25,12,6,43,8.633936257,122,61,6.28730971,12.09279037,9.265156803,7.987382418,479,14,9,4,27,478,11,3,2,16,506,494,43,18,107,15
50,1000,20,5.13,10.3,18,37,6,947,29,15,9,53,7.022482781,105,64,5.084630645,9.166479107,6.298924881,7.714889459,469,11,6,3,20,478,18,9,6,33,489,511,38,26,69,36
49,1000,20,5.13,10.3,18,37,12,934,32,17,17,66,7.690846498,88,59,5.078881045,9.103561687,7.18050349,8.217786027,474,15,10,9,34,460,17,7,8,32,508,492,34,25,57,31
45,1000,20,5.13,10.3,18,37,101,946,31,13,10,54,8.738027235,152,77,7.034377645,13.35689204,9.728773379,7.677539126,484,14,11,8,33,462,17,2,2,21,517,483,61,16,125,27
48,1000,20,5.13,10.3,18,37,22,956,30,6,8,44,7.609219771,87,55,5.182643867,9.39525324,7.087645038,8.110340592,474,10,6,0,16,482,20,0,8,28,490,510,34,21,75,12
46,1000,20,5.13,10.3,18,37,93,940,33,17,10,60,8.623201195,142,59,6.547772803,12.85934552,9.205461581,8.081406783,450,13,12,7,32,490,20,5,3,28,482,518,45,14,111,31
50,1000,20,5.13,10.3,18,37,7,947,29,15,9,53,7.064198887,97,55,5.090411267,9.217936883,6.322044915,7.774401024,469,11,6,3,20,478,18,9,6,33,489,511,34,21,63,34
49,1000,20,5.13,10.3,18,37,13,934,32,16,18,66,7.735892889,93,47,5.106144521,9.112106163,7.209647275,8.279252182,474,15,10,9,34,460,17,6,9,32,508,492,22,25,60,33
47,1000,20,5.13,10.3,18,37,88,957,25,12,6,43,8.616343216,124,74,6.30999488,12.15319418,9.283236662,7.93324993,479,14,9,4,27,478,11,3,2,16,506,494,52,22,98,26
45,1000,20,5.13,10.3,18,37,102,947,31,13,9,53,8.720406033,124,60,7.058277437,13.40708393,9.680710728,7.692502249,485,14,11,7,32,462,17,2,2,21,517,483,46,14,106,18
46,1000,20,5.13,10.3,18,37,94,941,32,17,10,59,8.603317238,144,74,6.592587539,12.97190626,9.208128271,8.040539404,450,13,12,7,32,491,19,5,3,27,482,518,58,16,111,33
48,1000,20,5.13,10.3,18,37,23,957,29,6,8,43,7.604849249,86,51,5.187000464,9.421369822,7.135516292,8.055776992,474,10,6,0,16,483,19,0,8,27,490,510,26,25,61,25
50,1000,20,5.13,10.3,18,37,8,948,29,14,9,52,7.075477367,84,49,5.108197097,9.220220186,6.383992012,7.737192316,469,11,6,3,20,479,18,8,6,32,489,511,31,18,55,29
49,1000,20,5.13,10.3,18,37,14,936,32,16,16,64,7.705469052,109,56,5.130547819,9.138521607,7.267428818,8.157754497,474,15,10,9,34,462,17,6,7,30,508,492,32,24,78,31
47,1000,20,5.13,10.3,18,37,89,957,26,12,5,43,8.603947064,125,66,6.351194423,12.20876534,9.305561713,7.885289145,479,15,9,3,27,478,11,3,2,16,506,494,54,12,107,18
45,1000,20,5.13,10.3,18,37,103,945,33,13,9,55,8.730638532,154,79,7.1049286,13.48292227,9.694163888,7.699287374,485,14,11,7,32,460,19,2,2,23,517,483,62,17,128,26
46,1000,20,5.13,10.3,18,37,95,941,31,18,10,59,8.634789887,132,83,6.63742198,13.0898019,9.262712244,8.050506921,450,13,12,7,32,491,18,6,3,27,482,518,66,17,118,14
50,1000,20,5.13,10.3,18,37,9,948,29,14,9,52,7.11301999,93,60,5.118711668,9.228763427,6.408071969,7.787617998,469,11,6,3,20,479,18,8,6,32,489,511,38,22,65,28
48,1000,20,5.13,10.3,18,37,24,956,29,7,8,44,7.648994775,92,67,5.202613408,9.464865666,7.206939996,8.073714071,473,11,6,0,17,483,18,1,8,27,490,510,40,27,64,28
49,1000,20,5.13,10.3,18,37,15,935,33,16,16,65,7.757379464,108,57,5.159234703,9.159857588,7.329789743,8.198874541,474,15,10,9,34,461,18,6,7,31,508,492,37,20,73,35
47,1000,20,5.13,10.3,18,37,90,956,27,13,4,44,8.628540694,127,75,6.3793767,12.26910647,9.345960018,7.89369418,478,16,9,3,28,478,11,4,1,16,506,494,50,25,104,23
45,1000,20,5.13,10.3,18,37,104,944,34,12,10,56,8.756882764,139,63,7.130873157,13.55916889,9.738152524,7.706538115,484,15,10,8,33,460,19,2,2,23,517,483,47,16,120,19
46,1000,20,5.13,10.3,18,37,96,941,30,19,10,59,8.688446732,144,72,6.697245806,13.1912683,9.323536748,8.097494245,450,13,12,7,32,491,17,7,3,27,482,518,57,15,117,27
50,1000,20,5.13,10.3,18,37,10,948,28,14,10,52,7.13451888,85,57,5.147377599,9.270572121,6.40039201,7.837039505,469,11,6,3,20,479,17,8,7,32,489,511,36,21,61,24
49,1000,20,5.13,10.3,18,37,16,937,33,14,16,63,7.737724665,83,65,5.161428131,9.175285324,7.334071636,8.154504623,475,15,9,9,33,462,18,5,7,30,508,492,38,27,66,17
48,1000,20,5.13,10.3,18,37,25,957,29,7,7,43,7.653842488,94,51,5.205870672,9.494340843,7.235977452,8.05532066,473,11,6,0,17,484,18,1,7,26,490,510,33,18,65,29
47,1000,20,5.13,10.3,18,37,91,956,28,12,4,44,8.616269318,139,84,6.446714136,12.33603989,9.374298015,7.839826968,478,17,8,3,28,478,11,4,1,16,506,494,59,25,113,26
46,1000,20,5.13,10.3,18,37,97,940,31,19,10,60,8.731946234,143,71,6.705436417,13.24550687,9.367607761,8.140461956,450,13,12,7,32,490,18,7,3,28,482,518,50,21,116,27
50,1000,20,5.13,10.3,18,37,11,951,28,11,10,49,7.098555958,101,54,5.152514421,9.289143811,6.423968488,7.744100524,469,11,6,3,20,482,17,5,7,29,489,511,33,21,71,30
49,1000,20,5.13,10.3,18,37,17,938,32,14,16,62,7.75774828,100,59,5.17596741,9.206487244,7.370184409,8.157915853,474,16,9,9,34,464,16,5,7,28,508,492,33,26,69,31
47,1000,20,5.13,10.3,18,37,92,955,29,12,4,45,8.625659217,130,59,6.487553359,12.40298543,9.37424097,7.858893293,477,18,8,3,29,478,11,4,1,16,506,494,48,11,112,18
48,1000,20,5.13,10.3,18,37,26,956,30,7,7,44,7.635877184,114,63,5.21868126,9.520439492,7.231105274,8.024775686,473,11,6,0,17,483,19,1,7,27,490,510,34,29,83,31
46,1000,20,5.13,10.3,18,37,98,940,31,19,10,60,8.771492847,131,62,6.731192756,13.31417671,9.407264437,8.179906155,450,13,12,7,32,490,18,7,3,28,482,518,45,17,113,18
47,1000,20,5.13,10.3,18,37,93,954,30,12,4,46,8.621956248,147,73,6.52800725,12.47420902,9.418069124,7.806504598,476,19,8,3,30,478,11,4,1,16,506,494,58,15,131,16
49,1000,20,5.13,10.3,18,37,18,938,32,14,16,62,7.754258548,101,53,5.197925479,9.246131859,7.396859437,8.123280395,474,16,9,9,34,464,16,5,7,28,508,492,31,22,71,30
50,1000,20,5.13,10.3,18,37,12,951,30,10,9,49,7.11693462,82,52,5.165483502,9.308950261,6.421033568,7.782875158,469,12,6,2,20,482,18,4,7,29,489,511,32,20,62,20
